#OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy
OTU1142	0	0	0	4	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	US|0.7736|GU559099|SH208578.07FU;k:Fungi,p:Ascomycota
OTU1143	0	0	0	0	1	3	2	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.0206|EF452468|SH193140.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenophora
OTU1144	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	GS|98.6|HM363151|SH007715.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ceratocystiopsis
OTU1145	0	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|KF221678|SH221826.07FU;k:Fungi
OTU1146	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	US|0.0736|EU144567|SH186931.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU1147	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	GS|100.0|EU480257|SH006655.07FU;k:Fungi,p:Ascomycota
OTU1148	0	0	0	0	8	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.0000|MF034135|SH628863.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae
OTU1149	0	0	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	SS|1.0000|GQ510824|SH202968.07FU;k:Fungi
OTU1150	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	US|0.7558|None;k:Fungi
OTU1151	1	0	0	4	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	SS|1.0000|JN905129|SH212425.07FU;k:Fungi
OTU1152	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	SS|1.0000|MF976001|SH193471.07FU;k:Fungi
OTU1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	GS|97.8|KC800859|SH197363.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae,g:Diatrype
OTU1154	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	US|1.0000|FJ524317|SH206996.07FU;k:Fungi
OTU1155	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	GS|97.4|AB067724|SH175901.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Lycoperdaceae,g:Bovista,s:Bovista pusilla
OTU1156	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.4913|HF542114|SH199356.07FU;k:Fungi
OTU1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	US|0.7410|None;k:Fungi,p:Basidiomycota
OTU1158	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KC354518|SH206665.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Bartaliniaceae,g:Truncatella,s:Truncatella angustata
OTU1159	0	0	0	2	12	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|98.1|FJ531158|SH186273.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus,s:Aspergillus subsessilis
OTU1161	0	0	0	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|FJ037732|SH209388.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces
OTU1162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	GSL|99.5|KC966140|SH188239.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,g:Cryptococcus
OTU1163	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KF221582|SH221826.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1164	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9280|KT949897|SH526174.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Clypeosphaeria
OTU1165	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	US|0.7928|None;k:Fungi
OTU1166	0	1	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	SS|0.0100|KC966025|SH214177.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae,g:Oleoguttula
OTU1167	0	1	0	0	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	1	0	0	1	0	0	0	3	0	0	US|0.7534|None;k:Fungi,p:Ascomycota
OTU1168	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	GS|100.0|HG936237|SH179792.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Articulospora
OTU1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	3	0	4	0	0	0	0	GS|97.0|KF251192|SH216166.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Juncaceicola,s:Juncaceicola typharum
OTU1171	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	US|0.7858|JX124727|SH028783.07FU;k:Fungi,p:Basidiomycota
OTU1172	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.1|AF389189|SH184960.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Ophiocordycipitaceae,g:Tolypocladium,s:Tolypocladium pustulatum
OTU1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KJ188706|SH182986.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Phaeosphaeria
OTU1175	0	0	0	0	0	3	0	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	SS|0.2900|UDB000021|SH211002.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Hygrophoraceae,g:Hygrophorus
OTU1176	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.4300|KP068995|SH187498.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	3	0	0	0	0	0	US|0.5791|KF222035|SH221826.07FU;k:Fungi
OTU1178	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	GS|100.0|MF528909|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothideaceae,g:Dothidea,s:Dothidea insculpta
OTU1179	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	US|0.7534|KF221939|SH221826.07FU;k:Fungi,p:Ascomycota
OTU1180	0	1	0	2	0	4	3	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	GS|99.5|KJ443261|SH216788.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Alternaria
OTU1181	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	SS|0.5400|KC884362|SH017665.07FU;k:Fungi,p:Ascomycota
OTU1182	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	SS|0.7700|EU860076|SH216423.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Microcera
OTU1183	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	US|0.3259|AM901815|SH200279.07FU;k:Fungi,p:Ascomycota
OTU1184	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	US|0.9222|UDB014671|SH471431.07FU;k:Fungi,p:Olpidiomycota
OTU1185	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	GSL|100.0|MF668255|SH193471.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia
OTU1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	GSL|100.0|HQ630301|SH196181.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella
OTU1187	6	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	US|0.7322|JN906069|SH212425.07FU;k:Fungi,p:Ascomycota
OTU1188	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	US|0.7534|None;k:Fungi,p:Basidiomycota
OTU1189	0	0	0	5	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	GS|100.0|JN031580|SH195294.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Humicola,s:Humicola fuscoatra
OTU1190	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|DQ424998|SH188261.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Ganoderma,s:Ganoderma lucidum
OTU1191	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	GS|100.0|EU718113|SH002382.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Pisolithaceae,g:Pisolithus
OTU1192	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	2	0	1	2	0	0	US|0.9882|KY768186|SH223202.07FU;k:Fungi
OTU1193	0	5	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	GS|99.0|JQ070449|SH014935.07FU;k:Fungi
OTU1194	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	SS|0.0300|FR718483|SH005164.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|HM123069|SH206410.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Dothideales,f:Dothioraceae,g:Kabatina
OTU1196	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	SS|0.7100|MF942135|SH193471.07FU;k:Fungi
OTU1198	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|97.8|KM585747|SH494305.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Teratosphaeriaceae
OTU1199	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|JX975973|SH196182.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales,f:Mortierellaceae,g:Mortierella,s:Mortierella reticulata
OTU1200	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.5395|AB035718|SH030952.07FU;k:Fungi
OTU1202	2	2	1	2	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	4	0	0	US|0.7436|None;k:Fungi
OTU1203	0	3	0	0	0	0	1	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.6806|JF945512|SH183422.07FU;k:Fungi
OTU1204	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.5|AM902055|SH208732.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales
OTU1205	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	SS|0.5900|FR773465|SH214152.07FU;k:Fungi
OTU1206	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	US|0.7858|AF444624|SH199358.07FU;k:Fungi,p:Basidiomycota
OTU1207	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|JN904485|SH212425.07FU;k:Fungi
OTU1208	0	0	0	0	0	2	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	SS|0.7000|KC965421|SH019259.07FU;k:Fungi
OTU1209	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	GSL|100.0|HQ691420|SH177344.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1210	0	6	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	GS|99.5|KF222073|SH221826.07FU;k:Fungi
OTU1211	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	GS|100.0|HQ871907|SH195343.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales
OTU1213	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7095|EF159463|SH217462.07FU;k:Fungi
OTU1214	0	2	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	4	0	1	0	0	0	0	4	0	0	SS|0.9900|KF274388|SH025578.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU1216	0	5	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	GSL|98.4|AF444381|SH197554.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Piskurozymaceae,g:Piskurozyma,s:Piskurozyma capsuligena
OTU1217	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	SS|0.7400|JX119109|SH026471.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes
OTU1218	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7866|KX811212|SH193471.07FU;k:Fungi,p:Basidiomycota
OTU1219	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.6900|KC592263|SH191962.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae
OTU1220	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.5100|HM240188|SH030397.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales
OTU1221	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|GU909990|SH207753.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae
OTU1222	0	0	0	0	4	1	7	0	0	0	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	SS|0.5700|HQ607934|SH181502.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU1223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	3	0	0	US|0.3195|MF966003|SH193471.07FU;k:Fungi,p:Ascomycota
OTU1224	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	GS|99.5|JN904212|SH022043.07FU;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales
OTU1225	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.3899|GQ520420|SH202968.07FU;k:Fungi
OTU1226	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	US|0.9999|None;k:Fungi
OTU1227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	SS|0.2800|None;k:Fungi,p:Ascomycota
OTU1228	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	GS|100.0|KM189527|SH182516.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium sublectaticum
OTU1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	US|0.7626|KF297266|SH462915.07FU;k:Fungi,p:Ascomycota
OTU1230	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	1	SS|0.3300|EU257671|SH210507.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea
OTU1231	0	4	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	GS|99.5|JN904230|SH022043.07FU;k:Fungi
OTU1232	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	GS|100.0|GQ398249|SH184512.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella,s:Tomentella sublilacina
OTU1233	0	0	0	1	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	GS|100.0|KP851980|SH209380.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces
OTU1234	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.6400|KC254056|SH004804.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU1235	0	1	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.5400|JN905569|SH212425.07FU;k:Fungi
OTU1236	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|99.4|KF222103|SH221826.07FU;k:Fungi
OTU1237	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	2	0	0	0	2	0	1	3	0	0	0	1	US|0.7206|JX974785|SH216193.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes
OTU1238	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	GS|98.3|EU259901|SH024664.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea,s:Lecidea laboriosa
OTU1239	0	0	0	2	0	4	1	0	0	0	0	0	0	1	0	2	5	0	1	1	0	0	0	0	0	0	0	0	1	0	1	GS|100.0|KT886711|SH185089.07FU;k:Fungi,p:Ascomycota
OTU1240	0	0	0	0	8	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	GSL|100.0|JN943662|SH193143.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenophora,s:Pyrenophora avenae
OTU1241	0	0	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	GS|100.0|HM468495|SH217832.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Cantharellales,f:Cantharellaceae,g:Craterellus,s:Craterellus tubaeformis
OTU1242	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.4|DQ683976|SH022125.07FU;k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales
OTU1243	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	GS|99.5|MF531538|SH220112.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Thelephorales,f:Thelephoraceae,g:Tomentella
OTU1244	0	0	0	0	3	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	GS|99.2|KC292902|SH216604.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymellaceae,g:Phoma
OTU1245	0	0	0	4	0	1	1	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	US|0.7760|KF222197|SH221826.07FU;k:Fungi
OTU1246	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	GSL|100.0|JN942861|SH182486.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Aspergillus
OTU1248	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	US|0.5526|KX869963|SH207241.07FU;k:Fungi
OTU1249	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	GS|99.6|KC585389|SH197400.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Rhodonia,s:Rhodonia placenta
OTU1250	0	3	0	0	0	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	US|0.9997|KF274408|SH203694.07FU;k:Fungi
OTU1251	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9979|None;k:Fungi
OTU1253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	GS|98.0|JN905227|SH212425.07FU;k:Fungi
OTU1255	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	US|0.7961|MF534512|SH220112.07FU;k:Fungi
OTU1256	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	US|0.7384|None;k:Fungi,p:Ascomycota
OTU1257	1	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9969|EF159518|SH189928.07FU;k:Fungi
OTU1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	1	0	0	1	0	0	0	0	1	US|0.9893|KC965583|SH027077.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU1259	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	GS|99.2|GQ509778|SH202968.07FU;k:Fungi
OTU1260	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	GS|100.0|HQ153415|SH012705.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Meruliaceae,g:Phlebia,s:Phlebia livida
OTU1261	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.0100|AY841862|SH192065.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,f:Mrakiaceae,g:Udeniomyces
OTU1262	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.9300|KC455903|SH021957.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Heterocephalacria,s:Heterocephalacria arrabidensis
OTU1263	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.5791|KF221342|SH221826.07FU;k:Fungi
OTU1264	0	0	0	2	7	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GSL|100.0|HM595499|SH182482.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium,s:Penicillium oxalicum
