#OTU ID	AJ414	AP114	AS114	AT414	JJ114	JJ415	JJ515	JP315	JP414	JP515	JS115	JS415	JT115	JT314	JT415	OJ415	OJ514	OJ515	OJ615	OP315	OP515	OP614	OP615	OS115	OS214	OS415	OS615	OT115	OT414	OT415	OT515	Taxonomy
OTU422	0	0	0	6	2	0	0	0	7	0	0	0	1	11	1	0	18	0	0	0	1	7	0	1	5	4	1	0	12	0	1	GS|99.5|JX174872|SH199120.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Helotiaceae,g:Collophora
OTU423	2	37	0	5	0	0	0	3	7	1	2	0	0	12	1	0	18	1	0	0	3	28	0	0	1	0	0	2	41	1	2	GS|100.0|JF340278|SH203402.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Fimetariella,s:Fimetariella rabenhorstii
OTU424	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	2	0	0	0	0	0	0	0	0	0	0	16	50	5	3	GS|99.6|JX136232|SH206594.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Dichomitus
OTU425	0	1	0	0	0	0	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	0	5	22	9	0	0	0	0	0	US|0.0231|GQ518230|SH202968.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU426	1	0	0	1	15	13	11	0	0	0	0	0	0	4	0	4	2	3	0	1	0	0	0	0	0	0	0	1	0	0	2	GS|98.2|LC204066|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella australis
OTU427	0	0	0	9	0	0	0	0	0	0	0	0	12	8	2	1	0	0	0	0	0	0	0	0	0	0	0	4	12	0	2	GS|98.0|AF540500|SH175212.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Caliciaceae,g:Buellia,s:Buellia griseovirens
OTU428	0	0	0	0	0	0	0	1	0	1	0	0	1	0	4	0	0	0	0	2	8	0	1	0	0	0	0	1	2	15	6	US|0.7736|None;k:Fungi,p:Ascomycota
OTU429	2	2	2	1	22	0	0	0	4	0	0	0	0	80	1	0	0	0	0	0	0	3	0	0	1	0	0	1	2	0	0	GS|97.5|EU259902|SH024664.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecideales,f:Lecideaceae,g:Lecidea,s:Lecidea laboriosa
OTU430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	43	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.3300|KY768145|SH223202.07FU;k:Fungi,p:Ascomycota
OTU431	0	1	0	5	0	0	0	0	1	0	0	0	14	7	8	0	0	0	0	0	0	0	0	0	0	0	0	1	5	1	3	US|0.5791|KF221342|SH221826.07FU;k:Fungi
OTU432	0	0	0	1	0	0	0	0	3	0	0	0	2	2	0	1	9	1	1	0	0	0	0	0	0	0	0	22	12	2	6	US|0.0990|KJ140738|SH188970.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU433	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	15	10	19	10	GS|98.8|KJ778640|SH208731.07FU;k:Fungi,p:Basidiomycota,c:Agaricostilbomycetes,o:Agaricostilbales,f:Chionosphaeraceae,g:Chionosphaera,s:Chionosphaera cuniculicola
OTU434	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	10	3	US|0.6916|FM178346|SH176682.07FU;k:Fungi,p:Ascomycota
OTU435	0	3	0	1	8	4	4	0	4	0	0	0	0	5	1	5	29	0	0	0	0	0	0	0	0	0	0	1	0	0	0	GS|98.4|JX489813|SH003981.07FU;k:Fungi,p:Mortierellomycota,c:Mortierellomycetes,o:Mortierellales
OTU436	0	0	0	7	0	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	US|0.7736|KY768256|SH223202.07FU;k:Fungi,p:Ascomycota
OTU437	11	0	0	1	11	13	2	0	0	0	0	0	0	1	0	3	26	0	0	9	0	0	0	0	0	0	0	1	0	0	3	GS|99.1|JX043152|SH005840.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	US|0.9896|DQ421182|SH024390.07FU;k:Fungi,p:Chytridiomycota
OTU439	13	4	0	1	34	5	7	0	3	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|98.4|JN905883|SH212425.07FU;k:Fungi
OTU440	0	0	0	14	0	0	0	0	0	0	0	1	4	3	1	0	0	0	0	0	0	0	0	0	0	1	0	1	11	6	0	GS|98.3|JN053116|SH030539.07FU;k:Fungi
OTU441	0	3	0	8	0	0	0	0	0	0	0	0	11	10	2	0	0	0	0	1	1	0	0	0	0	0	0	0	5	0	1	US|0.3195|KR909176|SH203149.07FU;k:Fungi,p:Ascomycota
OTU442	0	2	0	5	0	0	2	0	0	0	0	0	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	12	1	1	GS|99.4|JN904959|SH212425.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae
OTU443	3	4	0	1	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	1	1	31	0	0	28	2	0	0	0	1	0	US|0.9915|FJ554134|SH021815.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU444	0	0	0	4	0	0	0	0	0	0	0	0	8	18	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6	1	2	GS|97.9|JF945167|SH183422.07FU;k:Fungi,p:Ascomycota
OTU445	0	0	0	2	9	1	2	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	2	US|0.9930|KP335347|SH523478.07FU;k:Fungi,p:Ascomycota
OTU446	28	0	0	0	0	1	2	0	3	0	0	0	0	4	0	5	26	6	3	0	0	0	0	0	0	0	0	2	6	1	1	GS|99.6|KX611040|SH182997.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU447	2	1	0	21	0	0	0	0	2	0	0	0	7	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	US|0.3107|FR682186|SH029538.07FU;k:Fungi,p:Ascomycota
OTU448	0	8	0	0	0	0	0	1	20	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	US|0.7736|JF945597|SH183422.07FU;k:Fungi,p:Ascomycota
OTU450	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	1	0	0	0	31	0	0	0	0	0	0	1	0	GS|100.0|AY394904|SH180490.07FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces
OTU451	1	0	0	0	8	21	10	0	0	0	0	0	3	5	2	2	5	7	5	0	0	0	1	0	0	0	0	1	3	0	1	GS|100.0|JF945204|SH183422.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU452	0	5	0	8	0	2	0	1	2	0	0	0	0	1	0	1	2	0	1	0	2	21	1	0	10	0	1	0	1	2	0	GS|100.0|EU480053|SH182978.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Chaetosphaeronema
OTU453	0	0	0	1	0	0	0	0	0	0	0	0	33	9	3	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	US|0.9918|FJ553848|SH019578.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU454	0	0	0	5	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	11	US|0.3107|GU446638|SH026632.07FU;k:Fungi,p:Ascomycota
OTU455	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	US|0.7206|JF945032|SH183422.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU456	0	1	0	0	0	1	2	1	0	5	1	1	1	0	4	6	0	7	0	9	2	0	1	4	0	0	2	7	0	2	3	SS|0.2000|JX378366|SH016304.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
OTU457	0	0	0	1	0	7	7	0	12	0	1	0	7	29	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	SS|1.0000|JN906151|SH212425.07FU;k:Fungi
OTU458	0	0	0	0	0	0	2	0	0	7	7	2	4	0	0	3	0	12	7	3	2	0	2	3	0	5	0	6	0	6	8	SS|1.0000|EU480152|SH198060.07FU;k:Fungi
OTU459	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	1	0	35	18	26	11	GS|97.5|HM363148|SH217440.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Graphiaceae
OTU460	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	1	21	12	GS|100.0|EU117199|SH175993.07FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Pichiaceae,g:Ogataea,s:Ogataea pini
OTU461	0	3	0	0	0	1	10	0	0	0	0	0	0	1	0	5	12	3	2	0	0	0	0	0	0	0	0	1	2	0	0	GSL|100.0|KU945960|SH219675.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium brachygibbosum
OTU462	0	8	0	1	0	0	0	1	7	1	0	0	0	2	0	0	0	0	0	2	0	10	0	1	0	0	0	0	2	0	0	US|0.7928|JX385915|SH204421.07FU;k:Fungi
OTU463	0	0	0	5	0	2	0	0	0	0	0	0	6	2	1	0	2	0	0	0	0	0	0	0	0	0	0	6	26	2	3	US|0.5739|JN905788|SH022043.07FU;k:Fungi
OTU464	0	0	0	0	0	0	0	0	0	0	0	0	4	62	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	GS|98.3|JX377768|SH521518.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
OTU466	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	0	9	4	15	17	1	0	0	0	GS|99.5|EF016377|SH193236.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Herpotrichiellaceae,g:Cladophialophora,s:Cladophialophora minutissima
OTU467	4	0	0	1	7	7	5	0	0	0	0	0	0	3	2	15	7	19	5	0	0	0	1	0	0	0	0	9	17	3	2	US|0.5887|GQ510484|SH202968.07FU;k:Fungi
OTU468	0	1	0	2	0	2	11	3	2	0	1	0	8	21	6	1	1	0	0	0	1	0	0	0	0	0	0	0	6	0	0	SS|1.0000|KF221678|SH221826.07FU;k:Fungi
OTU469	0	0	0	1	0	0	0	0	1	0	0	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	4	27	0	0	GSL|100.0|AY089737|SH196196.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes
OTU470	1	0	0	6	8	2	2	0	2	0	0	0	4	3	3	0	1	1	0	0	0	0	0	0	0	0	0	1	15	1	0	US|0.9877|JX043139|SH182995.07FU;k:Fungi,p:Ascomycota
OTU471	0	0	0	2	17	5	11	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	2	GS|98.3|GQ377486|SH184201.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Preussia
OTU472	0	3	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	1	0	0	GS|98.0|FJ904498|SH016214.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Melanommataceae,g:Herpotrichia
OTU473	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	19	2	0	3	0	0	0	0	0	0	GS|99.6|AM902038|SH468872.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
OTU474	9	0	0	1	1	1	4	0	1	0	0	0	2	3	0	1	3	11	0	0	0	0	0	0	0	0	0	7	1	0	0	GS|99.5|KX376283|SH220112.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Paraphoma
OTU475	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	0	0	GS|100.0|AF042435|SH222137.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Tremella,s:Tremella microspora
OTU476	1	0	0	0	1	28	7	4	1	9	13	9	7	3	8	6	5	20	19	11	8	0	11	9	1	11	3	6	2	2	11	GS|100.0|JX984778|SH186594.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	0	0	7	2	15	3	GSL|100.0|JX091419|SH213972.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Aspergillaceae,g:Penicillium
OTU478	0	34	0	2	0	0	0	4	24	1	0	0	1	1	2	0	0	0	0	2	7	23	1	0	2	1	0	3	32	2	3	US|0.1351|KY768207|SH223202.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU479	48	1	0	0	11	1	5	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	SS|1.0000|EU480260|SH021358.07FU;k:Fungi
OTU480	0	0	0	0	14	3	1	3	2	0	0	0	0	10	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	GS|100.0|MF965974|SH193471.07FU;k:Fungi
OTU481	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	59	1	2	0	0	0	0	0	1	0	0	4	9	0	2	GS|99.2|KF222016|SH221826.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Russulales,f:Peniophoraceae,g:Peniophora
OTU482	0	1	0	2	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	1	0	0	6	0	0	0	21	2	3	GS|100.0|FJ475667|SH219619.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae
OTU483	0	16	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	SS|0.4800|EU266081|SH024824.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Lecanorales
OTU484	1	0	0	2	9	5	10	0	0	0	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	GS|100.0|JX280854|SH195317.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Chaetomiaceae,g:Chaetomium,s:Chaetomium succineum
OTU485	0	0	0	9	0	1	0	0	0	0	0	0	1	10	1	1	2	0	0	0	0	0	0	0	0	0	0	5	13	0	0	GSL|100.0|EU153523|SH193318.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Coriolaceae,g:Trametes,s:Trametes versicolor
OTU487	0	0	0	3	0	0	0	0	0	0	0	0	18	12	2	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	SS|0.2900|AJ244254|SH196129.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Myriangiales,g:Phaeosclera
OTU488	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	14	6	7	5	GS|100.0|EU343839|SH203602.07FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Debaryomycetaceae,g:Yamadazyma,s:Yamadazyma mexicana
OTU489	0	0	0	1	0	1	1	1	2	0	0	0	0	42	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	US|0.9928|KM104120|SH497005.07FU;k:Fungi
OTU490	0	0	0	1	8	0	0	0	0	0	0	0	1	1	0	4	35	7	1	0	0	0	0	0	0	0	0	7	7	0	2	US|0.9998|EU118651|SH188985.07FU;k:Fungi
OTU491	0	0	0	14	4	0	0	0	0	0	0	0	5	14	3	0	0	0	0	0	0	1	0	0	0	0	0	0	27	0	3	US|0.7379|GU931740|SH017352.07FU;k:Fungi
OTU492	9	0	0	1	0	0	1	0	1	2	0	0	15	0	4	4	3	0	1	0	0	1	0	0	0	0	0	0	1	0	8	GS|97.9|KF221342|SH221826.07FU;k:Fungi
OTU493	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	US|0.9857|JN906858|SH022043.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
OTU494	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	1	GS|98.3|FJ626918|SH031227.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Venturiales,f:Venturiaceae
OTU495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	12	5	10	10	GS|100.0|EF093240|SH187441.07FU;k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,g:Candida
OTU496	0	0	0	1	0	0	1	0	0	0	0	0	6	16	1	1	0	0	0	0	0	0	0	2	1	0	0	0	6	2	0	GSL|100.0|JQ861739|SH179662.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Ganodermataceae,g:Perenniporia
OTU498	17	1	1	6	0	1	1	0	0	0	0	0	3	0	1	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	GS|97.9|JN906342|SH022043.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Cryptococcus
OTU499	8	7	2	11	2	0	0	0	5	0	0	0	0	3	0	0	6	0	0	0	0	4	0	0	4	0	0	0	5	0	0	US|0.7033|None;k:Fungi
OTU500	0	0	0	6	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	SS|0.7600|KJ735003|SH191395.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes
OTU501	1	0	0	0	0	0	1	0	0	0	0	0	1	33	0	2	5	2	1	0	0	0	0	0	0	0	0	0	1	0	0	SS|0.7800|HM751085|SH011815.07FU;k:Fungi
OTU502	0	0	0	1	0	0	0	0	0	0	0	0	24	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	SS|0.7700|KF036595|SH529998.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes
OTU503	2	4	0	0	21	32	14	0	8	1	1	0	7	0	3	7	1	3	3	0	0	2	0	0	0	0	0	0	1	0	0	US|0.2435|GQ515050|SH202968.07FU;k:Fungi,p:Ascomycota
OTU504	0	0	0	9	0	0	0	0	0	0	0	0	3	27	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	SS|0.0700|FJ791129|SH009527.07FU;k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Fomitopsidaceae,g:Skeletocutis
OTU506	0	2	1	6	0	0	0	1	0	0	0	0	10	13	3	0	0	0	0	0	0	1	0	1	6	0	0	2	27	3	1	US|0.9830|KU164637|SH021477.07FU;k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes
OTU507	3	0	0	1	0	12	10	0	0	0	0	0	5	3	2	10	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	US|0.9949|AJ875379|SH462327.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes
OTU508	0	0	0	8	0	4	3	0	0	0	0	0	3	1	4	0	0	0	4	0	0	0	0	0	0	0	0	2	10	1	3	GSL|100.0|AY368140|SH202093.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Caliciales,f:Physciaceae,g:Physconia,s:Physconia perisidiosa
OTU509	0	1	0	0	1	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|AB525918|SH178718.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Erysiphales,f:Erysiphaceae,g:Podosphaera,s:Podosphaera caricae-papayae
OTU510	0	0	0	3	28	10	11	0	0	0	0	0	1	2	1	4	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	GSL|100.0|KF443406|SH212863.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Torulaceae,g:Torula
OTU511	1	6	0	8	0	0	5	0	3	1	0	0	8	6	1	0	5	1	0	0	1	3	2	0	1	0	0	4	68	2	2	GS|97.4|KF222299|SH221826.07FU;k:Fungi
OTU512	0	1	0	8	7	2	4	0	1	0	1	0	4	4	8	0	1	0	0	0	0	0	0	0	0	1	0	0	13	0	2	GS|99.5|KF222311|SH221826.07FU;k:Fungi
OTU513	0	4	0	1	0	1	0	0	0	0	0	0	47	16	1	0	1	0	0	0	1	12	0	1	0	0	0	2	25	1	7	US|0.4894|KF222299|SH221826.07FU;k:Fungi,p:Ascomycota
OTU514	3	0	0	0	5	2	40	0	0	0	0	0	0	0	0	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	1	GS|100.0|KF871453|SH215533.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Sporormiaceae,g:Sporormiella,s:Sporormiella megalospora
OTU515	0	5	0	0	0	0	0	2	9	0	0	0	1	0	0	0	0	0	0	1	0	13	1	0	0	0	0	0	0	0	0	US|0.5698|MF976425|SH193471.07FU;k:Fungi
OTU516	0	2	0	7	0	0	0	0	1	0	0	0	5	1	2	4	5	1	2	0	0	0	0	0	0	0	0	10	25	9	3	US|0.6948|KF221713|SH221826.07FU;k:Fungi
OTU517	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	GS|98.7|JN032573|SH004447.07FU;k:Fungi,p:Ascomycota,c:Archaeorhizomycetes,o:Archaeorhizomycetales,f:Archaeorhizomycetaceae,g:Archaeorhizomyces
OTU518	0	0	0	0	0	2	1	1	0	6	4	0	2	1	4	1	0	4	3	2	2	0	2	1	0	1	3	3	0	2	4	GS|98.7|DQ525528|SH023854.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Acarosporales,f:Acarosporaceae,g:Acarospora
OTU519	22	0	0	2	6	1	2	0	1	0	0	0	5	2	3	1	0	0	1	0	0	0	0	0	0	0	0	1	9	0	0	US|0.7289|None;k:Fungi,p:Ascomycota
OTU520	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	16	1	4	9	GS|100.0|AF484473|SH183277.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Ophiostomatales,f:Ophiostomataceae,g:Ophiostoma,s:Ophiostoma nigrocarpum
OTU521	5	10	0	2	0	0	1	1	26	0	1	0	2	3	0	0	0	0	0	2	2	38	1	0	0	0	0	0	1	3	0	GS|97.3|JN904661|SH212425.07FU;k:Fungi
OTU522	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	16	0	0	0	0	0	0	15	0	0	GS|99.6|KM504484|SH180227.07FU;k:Fungi,p:Basidiomycota
OTU523	6	0	1	19	1	0	0	2	0	1	0	7	0	0	0	0	1	1	0	3	0	0	0	1	0	1	0	0	0	0	0	GSL|100.0|AB093525|SH221435.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae
OTU524	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	GS|99.5|FJ552999|SH021467.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Cladosporiaceae,g:Rachicladosporium
OTU525	0	0	0	67	1	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.7800|FJ695215|SH012800.07FU;k:Fungi
OTU526	0	0	0	0	0	26	70	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	SS|0.6600|EU057909|SH011373.07FU;k:Fungi,p:Ascomycota,c:Lecanoromycetes,o:Pertusariales,f:Megasporaceae
OTU527	0	8	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	US|0.0012|GQ510642|SH202968.07FU;k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Taphrinaceae,g:Taphrina
OTU528	0	1	0	4	0	1	0	0	0	0	0	0	7	11	1	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	GS|97.5|KF221671|SH221826.07FU;k:Fungi
OTU529	0	0	0	3	0	5	3	0	0	0	0	0	2	1	0	9	5	7	3	0	0	0	0	0	0	0	0	1	3	0	0	GS|100.0|AM231399|SH186930.07FU;k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Didymosphaeriaceae,g:Pseudopithomyces,s:Pseudopithomyces chartarum
OTU530	0	1	0	1	0	4	1	0	1	0	1	2	0	5	0	0	0	0	0	0	0	0	0	0	26	0	0	0	6	0	0	US|0.3195|KF221688|SH221826.07FU;k:Fungi,p:Ascomycota
OTU531	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	2	4	7	6	0	3	0	0	0	0	0	0	0	1	GSL|100.0|KF984803|SH194191.07FU;k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Talaromyces,s:Talaromyces radicus
OTU532	17	0	0	0	0	0	0	0	0	1	0	1	1	1	1	1	1	3	0	0	1	1	1	0	1	0	0	1	0	1	3	GSL|99.4|KT809046|SH197511.07FU;k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Bulleribasidiaceae,g:Vishniacozyma
OTU533	0	5	0	1	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	1	79	0	0	0	0	0	0	0	0	0	US|0.9928|JN905635|SH212425.07FU;k:Fungi
OTU534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	1	2	0	0	0	0	0	0	0	0	0	0	0	0	GS|100.0|KY821361|SH220112.07FU;k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales
OTU535	0	0	0	9	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	0	0	SS|0.5200|KJ735003|SH191395.07FU;k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales
OTU536	0	3	0	1	0	0	0	0	6	0	0	0	1	11	1	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	1	US|0.7736|None;k:Fungi,p:Basidiomycota
OTU537	0	0	0	18	0	0	1	0	0	0	0	0	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	US|0.6124|KF734986|SH182980.07FU;k:Fungi
OTU538	2	2	1	4	2	2	5	1	3	0	0	0	7	16	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	SS|1.0000|JN905618|SH022043.07FU;k:Fungi
